"","handicapped.infants","water.project.cost.sharing","adoption.of.the.budget.resolution","physician.fee.freeze","el.salvador.aid","religious.groups.in.schools","anti.satellite.test.ban","aid.to.nicaraguan.contras","mx.missile","immigration","synfuels.corporation.cutback","education.spending","superfund.right.to.sue","crime","duty.free.exports","export.administration.act.south.africa","Class"
"37","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"61","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"133","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"131","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"34","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"124","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"98","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"291","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"293","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_y","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"222","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"70","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"152","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_y","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"285","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"418","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"27","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"337","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"147","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"317","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"422","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"405","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"59","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"379","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"207","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"239","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","republican"
"209","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"11","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"243","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"304","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"401","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_y","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"336","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"25","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"355","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_y","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","republican"
"301","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"324","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"250","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"310","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_y","export.administration.act.south.africa_n","republican"
"393","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_n","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"208","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"357","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"341","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_y","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"268","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"81","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_y","education.spending_y","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"96","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"234","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_n","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"249","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"55","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_y","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"411","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"200","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"100","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_n","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_y","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"195","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"282","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"1","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"231","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"130","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"307","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"165","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_y","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"182","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"155","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_y","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"319","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"318","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"179","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"82","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"150","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"67","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"340","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_y","education.spending_y","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"327","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"392","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"73","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_n","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"308","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"375","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_y","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","democrat"
"138","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
