"","gq","gqtypeg","farm","ownershg","value","rent","ftotinc","nfams","ncouples","nmothers","nfathers","momloc","stepmom","momrule","poploc","steppop","poprule","sploc","sprule","famsize","nchild","nchlt5","famunit","eldch","yngch","nsibs","relateg","age","sex","raceg","marst","chborn","school","educrec","schltype","empstatg","labforce","occscore","sei","classwkg","wkswork2","hrswork2","yrlastwk","workedyr","inctot","incwage","incbus","incfarm","incss","incwelfr","incother","poverty","migrat5g","movedin","vetstat","binaryClass"
"5668","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,26000,"1","0","2","0","3","0","2","0","0","0","0","0","5","0","0","1",99,99,"1","Grandchild",5,"Female","White","Never_married_single","No_children","Yes_in_school","None_or_preschool","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","41-48_hours","Worked_previous_yr","Yes",0,999999,999999,"999999",99999,99999,99999,171,"Same_house","0","No_Service","P"
"6993","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,725,0,"1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1",99,99,"2","Sibling",35,"Male","White","Married_spouse_absent","2__children","No_not_in_school","Grade_1-4","Not_enrolled","Employed","Yes_in_labor_force",13,4,"Works_for_wages_salary","48-49_weeks","1-14_hours","Worked_previous_yr","No",0,0,0,"0",0,0,0,1,"Same_house","0","No_Service","P"
"2734","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",137500,0,56472,"1","1","1","1","2","0","1","1","0","1","0","0","9","0","0","1",99,99,"5","Child",18,"Male","White","Never_married_single","3","Yes_in_school","Grade_12","Public_school","Employed","Yes_in_labor_force",18,44,"Works_for_wages_salary","40-47_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",5000,5000,0,"0",0,0,0,214,"Moved_place_not_reported","0","No_Service","P"
"8235","Other_group_quarters","Non-institutional_GQ_(1940_1950_1990)","Non-Farm","Owned_or_being_bought_(loan)",999999,0,999999,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Other_non-relatives",34,"Male","White","Never_married_single","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",11,18,"Works_for_wages_salary","50-52_weeks","60+_hours","Never_worked","Yes",20000,20000,0,"0",0,0,0,0,"Moved_place_not_reported","0","No_Service","N"
"4583","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",72500,0,12000,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",85,"Female","White","Widowed","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",24,44,"Works_for_wages_salary","14-26_weeks","40_hours","Worked_current_yr","No",12000,0,0,"0",6000,0,0,202,"Same_house","2","No_Service","P"
"2129","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,38759,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",66,"Female","White","Married_spouse_present","3","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",24,44,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_3-5_yrs_ago","No",26584,0,0,"0",4020,0,0,501,"Same_house","0","No_Service","P"
"1424","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,29000,"1","1","1","1","0","0","0","0","0","0","1","1","4","2","0","1",11,7,"0","Spouse",36,"Female","White","Married_spouse_present","2__children","No_not_in_school","Grade_5-8","Not_enrolled","Employed","Yes_in_labor_force",22,18,"Works_for_wages_salary","14-26_weeks","30-34_hours","Worked_more_than_10_yrs_ago","Yes",7000,7000,0,"0",0,0,0,231,"Moved_place_not_reported","0","No_Service","P"
"1261","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,675,45000,"1","0","1","0","2","0","1","0","0","0","0","0","3","0","0","1",99,99,"0","Head_Householder",39,"Female","White","Divorced","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",37,78,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",30000,30000,0,"0",0,0,0,464,"Moved_place_not_reported","5","No_Service","N"
"6171","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,437,57181,"2","0","1","1","0","0","0","0","0","0","0","0","3","0","0","1",99,99,"0","Other_relatives",30,"Male","White","Never_married_single","2__children","No_not_in_school","Grade_1-4","Not_enrolled","Employed","Yes_in_labor_force",23,8,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","Yes",28000,28000,0,"0",0,0,0,501,"Moved_place_not_reported","0","No_Service","P"
"6528","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,675,37098,"1","1","1","1","0","0","0","0","0","0","2","1","3","1","0","1",27,27,"0","Head_Householder",70,"Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_5-8","Not_enrolled","Employed","Yes_in_labor_force",20,8,"Works_for_wages_salary","50-52_weeks","15-29_hours","Worked_current_yr","Yes",16146,8768,0,"0",7378,0,0,382,"Moved_place_not_reported","2","No_Service","P"
"3654","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",112500,0,33468,"1","1","1","1","2","0","1","1","0","1","0","0","6","0","0","1",99,99,"3","Child",13,"Male","White","Never_married_single","1_child","Yes_in_school","Grade_5-8","Public_school","Not_in_labor_force","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","49-59_hours","Never_worked","Yes",0,999999,999999,"999999",99999,99999,99999,192,"Same_house","0","No_Service","P"
"6852","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,725,19200,"1","1","1","1","1","0","1","2","0","1","0","0","5","0","0","1",99,99,"2","Child",3,"Male","White","Never_married_single","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","27-39_weeks","49-59_hours","Worked_more_than_10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,130,"Same_house","0","No_Service","P"
"4784","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,537,32035,"1","1","1","1","0","0","0","0","0","0","1","1","7","5","1","1",17,3,"0","Spouse",37,"Female","White","Married_spouse_present","5","No_not_in_school","Grade_5-8","Not_enrolled","Employed","Yes_in_labor_force",23,18,"Works_for_wages_salary","40-47_weeks","40_hours","Worked_current_yr","Yes",9000,9000,0,"0",0,0,0,173,"Same_house","0","No_Service","P"
"5041","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,537,10500,"2","2","2","2","0","0","0","0","0","0","2","1","4","1","0","1",9,9,"0","Head_Householder",23,"Male","White","Married_spouse_present","2__children","No_not_in_school","None_or_preschool","Not_enrolled","Employed","Yes_in_labor_force",22,18,"Works_for_wages_salary","27-39_weeks","41-48_hours","Never_worked","Yes",4500,4500,0,"0",0,0,0,81,"Moved_place_not_reported","1","No_Service","N"
"6740","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,1000,200,"2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",25,"Male","White","Never_married_single","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",35,62,"Works_for_wages_salary","1-13_weeks","49-59_hours","Worked_current_yr","Yes",200,200,0,"0",0,0,0,3,"Same_house","1","No_Service","P"
"106","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,9500,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"2","Child",11,"Male","White","Never_married_single","2__children","Yes_in_school","Grade_5-8","Public_school","Employed","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","35-39_hours","Worked_3-5_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,64,"Same_house","0","No_Service","P"
"3993","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,40000,"1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1",99,99,"1","Child",4,"Male","White","Never_married_single","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","48-49_weeks","15-29_hours","Worked_6-10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,318,"Same_house","0","No_Service","P"
"7747","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,412,11000,"1","1","2","1","2","0","1","1","0","1","0","0","6","0","0","1",99,99,"2","Child",1,"Male","White","Never_married_single","2__children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","49-59_hours","Worked_more_than_10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,64,"Moved_place_not_reported","0","No_Service","P"
"4393","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",95000,0,42800,"1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1",99,99,"1","Child",1,"Male","White","Never_married_single","1_child","No_not_in_school","Grade_9","Not_enrolled","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","60+_hours","Worked_previous_yr","Yes",0,999999,999999,"999999",99999,99999,99999,340,"Same_house","0","No_Service","P"
"3148","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,362,5820,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",44,"Female","Other_race_nec","Never_married_single","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",17,13,"Self-employed","50-52_weeks","15-29_hours","Worked_6-10_yrs_ago","Yes",5820,0,5820,"0",0,0,0,90,"Same_house","2","No_Service","N"
"3340","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,61321,"1","1","1","1","0","0","0","0","0","0","2","1","4","2","0","1",20,19,"0","Head_Householder",49,"Male","Other_Asian_or_Pacific","Married_spouse_present","4","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",35,46,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","Yes",36000,35000,0,"0",0,0,0,479,"Moved_place_not_reported","6","No_Service","P"
"3085","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,137577,"1","1","1","1","0","0","0","0","0","0","2","1","4","2","0","1",9,6,"0","Head_Householder",38,"Male","White","Married_spouse_present","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",41,68,"Self-employed","48-49_weeks","41-48_hours","Worked_current_yr","Yes",137000,125000,0,"0",0,0,0,501,"Moved_place_not_reported","2","No_Service","P"
"2588","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",72500,0,32237,"1","1","0","0","0","0","0","0","0","0","1","2","2","0","0","1",99,99,"0","Spouse",46,"Male","Black_Negro","Married_spouse_present","1_child","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",26,72,"Works_for_wages_salary","50-52_weeks","41-48_hours","Never_worked","Yes",31730,31700,0,"0",0,0,0,388,"Moved_place_not_reported","0","No_Service","P"
"6835","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",67500,0,15430,"1","0","1","1","0","0","0","0","0","0","0","0","6","0","0","1",99,99,"1","Sibling",37,"Male","Black_Negro","Separated","2__children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","49-59_hours","Never_worked","No",7800,0,0,"0",336,7464,0,90,"Moved_place_not_reported","0","No_Service","P"
"6522","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,105200,"1","1","1","1","2","0","1","1","0","1","0","0","3","0","0","1",99,99,"0","Child",18,"Male","White","Never_married_single","1_child","Yes_in_school","Grade_12","Private_school_(19601990)","Not_in_labor_force","No_not_in_labor_force",17,11,"Works_for_wages_salary","1-13_weeks","40_hours","Worked_previous_yr","Yes",2700,1200,0,"0",0,0,0,501,"Same_house","0","No_Service","P"
"4566","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,16946,"1","0","0","1","0","0","0","0","0","0","0","0","2","1","0","1",44,44,"0","Head_Householder",74,"Male","White","Widowed","5","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","60+_hours","Worked_more_than_10_yrs_ago","No",15126,0,0,"0",7872,0,0,226,"Same_house","8","No_Service","P"
"7585","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",95000,0,19700,"1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",99,99,"1","Head_Householder",62,"Male","White","Never_married_single","No_children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","41-48_hours","Worked_6-10_yrs_ago","No",12200,0,0,"0",0,0,0,237,"Same_house","8","Yes","P"
"2026","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,725,3000,"1","1","1","1","0","0","0","0","0","0","2","1","3","1","0","1",15,15,"0","Head_Householder",51,"Male","White","Married_spouse_present","2__children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",35,49,"Self-employed","50-52_weeks","15-29_hours","Worked_previous_yr","Yes",8000,0,8000,"0",0,0,0,30,"Same_house","5","No_Service","P"
"3773","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,45206,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",27,"Male","White","Never_married_single","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",37,78,"Works_for_wages_salary","50-52_weeks","49-59_hours","Worked_current_yr","Yes",45206,45081,0,"0",0,0,0,501,"Moved_place_not_reported","1","No_Service","P"
"7078","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,65748,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",74,"Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","60+_hours","Worked_more_than_10_yrs_ago","No",59951,0,0,"0",2254,0,0,501,"Same_house","8","Yes","P"
"1079","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,675,30250,"2","0","1","0","1","0","1","0","0","0","0","0","2","0","0","1",99,99,"0","Child",7,"Female","White","Never_married_single","2__children","Yes_in_school","Grade_1-4","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","1-13_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,354,"Moved_place_not_reported","0","Yes","P"
"1012","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,84485,"1","1","1","1","2","0","1","1","3","1","0","0","6","0","0","1",99,99,"3","Child",18,"Male","White","Never_married_single","1_child","Yes_in_school","1_to_3_years_of_college","Public_school","Employed","Yes_in_labor_force",24,44,"Works_for_wages_salary","50-52_weeks","30-34_hours","Never_worked","Yes",16485,12000,0,"0",0,0,4485,494,"Same_house","0","No_Service","P"
"7187","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,462,33000,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",66,"Male","White","Married_spouse_present","4","No_not_in_school","4+_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",37,78,"Self-employed","27-39_weeks","40_hours","Worked_current_yr","Yes",25700,0,1000,"0",4700,0,0,440,"Same_house","7","No_Service","P"
"6916","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,9500,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"2","Child",15,"Female","White","Never_married_single","No_children","Yes_in_school","Grade_9","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","40-47_weeks","15-29_hours","Worked_6-10_yrs_ago","No",0,999999,999999,"999999",0,0,0,64,"Same_house","0","No_Service","P"
"5687","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",225000,0,37236,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",64,"Female","White","Married_spouse_present","1_child","No_not_in_school","Grade_5-8","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","15-29_hours","Worked_6-10_yrs_ago","No",3336,0,0,"0",3336,0,0,448,"Same_house","0","No_Service","P"
"2862","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,42494,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",62,"Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",24,19,"Works_for_wages_salary","27-39_weeks","41-48_hours","Worked_previous_yr","Yes",35235,31887,0,"0",916,0,0,501,"Moved_place_not_reported","2","Yes","P"
"5720","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,114248,"1","1","1","1","0","0","0","0","0","0","1","1","4","2","1","1",7,4,"0","Spouse",30,"Female","White","Married_spouse_present","2__children","No_not_in_school","4+_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",41,68,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_current_yr","Yes",33700,33700,0,"0",0,0,0,501,"Moved_place_not_reported","0","No_Service","P"
"7571","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,26000,"1","0","2","0","0","0","0","0","0","0","0","0","4","2","0","1",21,13,"0","Head_Householder",37,"Female","Black_Negro","Divorced","2__children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",37,78,"Works_for_wages_salary","50-52_weeks","60+_hours","Never_worked","Yes",24000,24000,0,"0",0,0,0,207,"Moved_place_not_reported","2","No_Service","N"
"180","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,412,24000,"1","1","1","1","0","0","0","0","0","0","1","1","4","2","0","1",17,13,"0","Spouse",40,"Female","White","Married_spouse_present","2__children","No_not_in_school","None_or_preschool","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","15-29_hours","Never_worked","No",0,0,0,"0",0,0,0,191,"Same_house","0","No_Service","P"
"8227","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,462,38118,"1","0","3","0","2","0","5","0","0","0","0","0","9","0","0","1",99,99,"0","Grandchild",3,"Male","Black_Negro","Never_married_single","No_children","Yes_in_school","None_or_preschool","Private_school_(19601990)","Employed","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","30-34_hours","Worked_more_than_10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,142,"Same_house","0","No_Service","P"
"4603","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,725,15189,"1","0","1","0","1","0","1","0","0","0","0","0","8","0","0","1",99,99,"6","Child",12,"Female","White","Never_married_single","4","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force",0,0,"Self-employed","50-52_weeks","40_hours","Never_worked","Yes",0,999999,999999,"999999",99999,99999,99999,75,"Same_house","0","No_Service","P"
"5127","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,30000,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"2","Child",4,"Female","Black_Negro","Never_married_single","2__children","Yes_in_school","None_or_preschool","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","41-48_hours","Worked_previous_yr","Yes",0,999999,999999,"999999",99999,99999,99999,203,"Moved_place_not_reported","0","No_Service","P"
"7009","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,66864,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",33,"Female","White","Married_spouse_present","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",21,66,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_3-5_yrs_ago","Yes",31864,31864,0,"0",0,0,0,501,"Moved_place_not_reported","0","No_Service","P"
"1940","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,575,16000,"1","2","2","2","2","0","1","1","0","1","0","0","7","0","0","1",99,99,"0","Child",0,"Male","White","Never_married_single","6","No_not_in_school","Grade_5-8","Not_enrolled","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",0,999999,999999,"999999",99999,99999,99999,81,"Moved_place_not_reported","0","No_Service","P"
"7316","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,312,8400,"1","0","0","1","0","0","0","3","0","3","0","0","6","0","0","1",99,99,"2","Other_relatives",5,"Male","White","Never_married_single","2__children","Yes_in_school","None_or_preschool","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","14-26_weeks","40_hours","Worked_6-10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,49,"Moved_place_not_reported","0","No_Service","P"
"6047","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,40275,"1","1","1","1","0","0","0","0","0","0","1","1","4","2","0","1",19,16,"0","Spouse",49,"Female","White","Married_spouse_present","4","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",38,68,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","Yes",20375,20375,0,"0",0,0,0,310,"Moved_place_not_reported","0","No_Service","P"
"4482","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,38000,"1","0","1","0","1","0","1","0","0","0","0","0","3","0","0","1",99,99,"1","Child",20,"Male","White","Never_married_single","No_children","No_not_in_school","Grade_11","Not_enrolled","Employed","Yes_in_labor_force",20,8,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_current_yr","Yes",20000,20000,0,"0",0,0,0,392,"Same_house","0","No_Service","P"
"4651","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,71400,"1","1","1","1","0","0","0","0","0","0","2","1","4","2","2","1",4,2,"0","Head_Householder",33,"Male","White","Married_spouse_present","2__children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",61,93,"Self-employed","50-52_weeks","49-59_hours","Worked_current_yr","Yes",46400,0,46000,"0",0,0,0,501,"Moved_place_not_reported","1","No_Service","P"
"4999","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,43400,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"2","Child",5,"Female","Black_Negro","Never_married_single","No_children","Yes_in_school","None_or_preschool","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","15-29_hours","Worked_current_yr","No",0,999999,999999,"999999",99999,99999,99999,293,"Same_house","0","No_Service","P"
"5817","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,675,28000,"2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",31,"Female","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",26,47,"Works_for_wages_salary","50-52_weeks","41-48_hours","Worked_previous_yr","Yes",28000,28000,0,"0",0,0,0,434,"Moved_place_not_reported","2","No_Service","P"
"5889","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,103000,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",61,"Male","White","Married_spouse_absent","2__children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",25,11,"Works_for_wages_salary","40-47_weeks","40_hours","Never_worked","Yes",103000,95000,0,"0",0,0,0,501,"Same_house","6","Yes","P"
"2848","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,69113,"1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1",99,99,"1","Child",21,"Female","White","Never_married_single","No_children","Yes_in_school","1_to_3_years_of_college","Public_school","Employed","Yes_in_labor_force",26,52,"Works_for_wages_salary","50-52_weeks","15-29_hours","Never_worked","Yes",9010,9000,0,"0",0,0,0,501,"Same_house","0","No_Service","P"
"1962","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",350000,0,71885,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"2","Child",12,"Male","White","Never_married_single","No_children","Yes_in_school","Grade_5-8","Public_school","Not_in_labor_force","Yes_in_labor_force",0,0,"Works_for_wages_salary","40-47_weeks","41-48_hours","Worked_6-10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,486,"Same_house","0","Yes","P"
"1743","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,437,14000,"1","0","2","0","1","3","1","0","0","0","0","0","4","0","0","1",99,99,"0","Child",11,"Male","White","Never_married_single","1_child","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",0,999999,999999,"999999",99999,99999,99999,108,"Moved_place_not_reported","0","No_Service","P"
"8203","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,487,35400,"1","0","0","0","0","0","0","0","0","0","0","0","6","0","0","1",99,99,"1","Head_Householder",30,"Male","White","Never_married_single","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",22,18,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",30000,30000,0,"0",0,0,0,207,"Same_house","5","No_Service","P"
